season,competition,league_tier,ssn_comp_game_no,ranking,pld,pts,manager
2009/10,League One,3.0,22.0,22.0,22,20,Les Parry
2009/10,League One,3.0,21.0,23.0,21,17,Les Parry
2009/10,League One,3.0,20.0,23.0,20,17,Les Parry
2009/10,League One,3.0,19.0,24.0,19,14,Les Parry
2009/10,League One,3.0,18.0,24.0,18,13,Les Parry
2009/10,League One,3.0,17.0,24.0,17,10,Les Parry
2009/10,League One,3.0,16.0,23.0,16,10,Les Parry
2009/10,League One,3.0,15.0,23.0,15,10,Les Parry
2009/10,League One,3.0,14.0,23.0,14,10,Les Parry
2009/10,League One,3.0,13.0,22.0,13,10,Les Parry
2009/10,League One,3.0,12.0,22.0,12,7,Les Parry
2009/10,League One,3.0,11.0,22.0,11,7,John Barnes
2009/10,League One,3.0,10.0,22.0,10,7,John Barnes
2009/10,League One,3.0,9.0,23.0,9,4,John Barnes
2009/10,League One,3.0,8.0,23.0,8,3,John Barnes
2009/10,League One,3.0,7.0,23.0,7,3,John Barnes
2009/10,League One,3.0,6.0,23.0,6,3,John Barnes
2009/10,League One,3.0,5.0,22.0,5,3,John Barnes
2009/10,League One,3.0,4.0,21.0,4,3,John Barnes
2009/10,League One,3.0,3.0,16.0,3,3,John Barnes
2009/10,League One,3.0,2.0,11.0,2,3,John Barnes
2009/10,League One,3.0,1.0,21.0,1,0,John Barnes
2008/09,League One,3.0,46.0,7.0,46,74,Ronnie Moore
2008/09,League One,3.0,45.0,6.0,45,73,Ronnie Moore
2008/09,League One,3.0,44.0,6.0,44,72,Ronnie Moore
2008/09,League One,3.0,43.0,6.0,43,72,Ronnie Moore
2008/09,League One,3.0,42.0,6.0,42,69,Ronnie Moore
2008/09,League One,3.0,41.0,7.0,41,66,Ronnie Moore
2008/09,League One,3.0,40.0,7.0,40,63,Ronnie Moore
2008/09,League One,3.0,39.0,7.0,39,62,Ronnie Moore
2008/09,League One,3.0,38.0,7.0,38,59,Ronnie Moore
2008/09,League One,3.0,37.0,6.0,37,59,Ronnie Moore
2008/09,League One,3.0,36.0,9.0,36,56,Ronnie Moore
2008/09,League One,3.0,35.0,9.0,35,53,Ronnie Moore
2008/09,League One,3.0,34.0,9.0,34,52,Ronnie Moore
2008/09,League One,3.0,33.0,9.0,33,52,Ronnie Moore
2008/09,League One,3.0,32.0,9.0,32,49,Ronnie Moore
2008/09,League One,3.0,31.0,9.0,31,48,Ronnie Moore
2008/09,League One,3.0,30.0,8.0,30,47,Ronnie Moore
2008/09,League One,3.0,29.0,8.0,29,47,Ronnie Moore
2008/09,League One,3.0,28.0,9.0,28,44,Ronnie Moore
2008/09,League One,3.0,27.0,9.0,27,43,Ronnie Moore
2008/09,League One,3.0,26.0,8.0,26,43,Ronnie Moore
2008/09,League One,3.0,25.0,9.0,25,40,Ronnie Moore
2008/09,League One,3.0,24.0,10.0,24,37,Ronnie Moore
2008/09,League One,3.0,23.0,8.0,23,37,Ronnie Moore
2008/09,League One,3.0,22.0,8.0,22,34,Ronnie Moore
2008/09,League One,3.0,21.0,8.0,21,33,Ronnie Moore
2008/09,League One,3.0,20.0,9.0,20,30,Ronnie Moore
2008/09,League One,3.0,19.0,9.0,19,30,Ronnie Moore
2008/09,League One,3.0,18.0,9.0,18,27,Ronnie Moore
2008/09,League One,3.0,17.0,11.0,17,24,Ronnie Moore
2008/09,League One,3.0,16.0,11.0,16,24,Ronnie Moore
2008/09,League One,3.0,15.0,11.0,15,23,Ronnie Moore
2008/09,League One,3.0,14.0,10.0,14,23,Ronnie Moore
2008/09,League One,3.0,13.0,6.0,13,22,Ronnie Moore
2008/09,League One,3.0,12.0,9.0,12,19,Ronnie Moore
2008/09,League One,3.0,11.0,11.0,11,16,Ronnie Moore
2008/09,League One,3.0,10.0,14.0,10,13,Ronnie Moore
2008/09,League One,3.0,9.0,12.0,9,13,Ronnie Moore
2008/09,League One,3.0,8.0,12.0,8,10,Ronnie Moore
2008/09,League One,3.0,7.0,11.0,7,10,Ronnie Moore
2008/09,League One,3.0,6.0,10.0,6,9,Ronnie Moore
2008/09,League One,3.0,5.0,13.0,5,6,Ronnie Moore
2008/09,League One,3.0,4.0,8.0,4,6,Ronnie Moore
2008/09,League One,3.0,3.0,20.0,3,3,Ronnie Moore
2008/09,League One,3.0,2.0,13.0,2,3,Ronnie Moore
2008/09,League One,3.0,1.0,23.0,1,0,Ronnie Moore
2007/08,League One,3.0,46.0,11.0,46,65,Ronnie Moore
2007/08,League One,3.0,45.0,8.0,45,65,Ronnie Moore
2007/08,League One,3.0,44.0,9.0,44,62,Ronnie Moore
2007/08,League One,3.0,43.0,9.0,43,62,Ronnie Moore
2007/08,League One,3.0,42.0,7.0,42,62,Ronnie Moore
2007/08,League One,3.0,41.0,6.0,41,62,Ronnie Moore
2007/08,League One,3.0,40.0,7.0,40,59,Ronnie Moore
2007/08,League One,3.0,39.0,5.0,39,59,Ronnie Moore
2007/08,League One,3.0,38.0,7.0,38,56,Ronnie Moore
2007/08,League One,3.0,37.0,9.0,37,53,Ronnie Moore
2007/08,League One,3.0,36.0,8.0,36,52,Ronnie Moore
2007/08,League One,3.0,35.0,6.0,35,52,Ronnie Moore
2007/08,League One,3.0,34.0,6.0,34,52,Ronnie Moore
2007/08,League One,3.0,33.0,5.0,33,51,Ronnie Moore
2007/08,League One,3.0,32.0,6.0,32,48,Ronnie Moore
2007/08,League One,3.0,31.0,6.0,31,47,Ronnie Moore
2007/08,League One,3.0,30.0,6.0,30,46,Ronnie Moore
2007/08,League One,3.0,29.0,8.0,29,43,Ronnie Moore
2007/08,League One,3.0,28.0,8.0,28,40,Ronnie Moore
2007/08,League One,3.0,27.0,9.0,27,37,Ronnie Moore
2007/08,League One,3.0,26.0,9.0,26,34,Ronnie Moore
2007/08,League One,3.0,25.0,9.0,25,34,Ronnie Moore
2007/08,League One,3.0,24.0,9.0,24,34,Ronnie Moore
2007/08,League One,3.0,23.0,9.0,23,34,Ronnie Moore
2007/08,League One,3.0,22.0,10.0,22,31,Ronnie Moore
2007/08,League One,3.0,21.0,12.0,21,28,Ronnie Moore
2007/08,League One,3.0,20.0,10.0,20,28,Ronnie Moore
2007/08,League One,3.0,19.0,10.0,19,27,Ronnie Moore
2007/08,League One,3.0,18.0,12.0,18,24,Ronnie Moore
2007/08,League One,3.0,17.0,9.0,17,24,Ronnie Moore
2007/08,League One,3.0,16.0,8.0,16,24,Ronnie Moore
2007/08,League One,3.0,15.0,8.0,15,23,Ronnie Moore
2007/08,League One,3.0,14.0,6.0,14,23,Ronnie Moore
2007/08,League One,3.0,13.0,1.0,13,23,Ronnie Moore
2007/08,League One,3.0,12.0,6.0,12,20,Ronnie Moore
2007/08,League One,3.0,11.0,1.0,11,20,Ronnie Moore
2007/08,League One,3.0,10.0,1.0,10,19,Ronnie Moore
2007/08,League One,3.0,9.0,2.0,9,16,Ronnie Moore
2007/08,League One,3.0,8.0,2.0,8,15,Ronnie Moore
2007/08,League One,3.0,7.0,2.0,7,14,Ronnie Moore
2007/08,League One,3.0,6.0,1.0,6,13,Ronnie Moore
2007/08,League One,3.0,5.0,2.0,5,10,Ronnie Moore
2007/08,League One,3.0,4.0,5.0,4,7,Ronnie Moore
2007/08,League One,3.0,3.0,3.0,3,6,Ronnie Moore
2007/08,League One,3.0,2.0,7.0,2,3,Ronnie Moore
2007/08,League One,3.0,1.0,17.0,1,0,Ronnie Moore
2006/07,League One,3.0,46.0,9.0,46,67,Ronnie Moore
2006/07,League One,3.0,45.0,10.0,45,64,Ronnie Moore
2006/07,League One,3.0,44.0,9.0,44,63,Ronnie Moore
2006/07,League One,3.0,43.0,9.0,43,63,Ronnie Moore
2006/07,League One,3.0,42.0,9.0,42,62,Ronnie Moore
2006/07,League One,3.0,41.0,9.0,41,59,Ronnie Moore
2006/07,League One,3.0,40.0,8.0,40,59,Ronnie Moore
2006/07,League One,3.0,39.0,8.0,39,59,Ronnie Moore
2006/07,League One,3.0,38.0,7.0,38,59,Ronnie Moore
2006/07,League One,3.0,37.0,7.0,37,56,Ronnie Moore
2006/07,League One,3.0,36.0,6.0,36,56,Ronnie Moore
2006/07,League One,3.0,35.0,6.0,35,53,Ronnie Moore
2006/07,League One,3.0,34.0,6.0,34,53,Ronnie Moore
2006/07,League One,3.0,33.0,6.0,33,52,Ronnie Moore
2006/07,League One,3.0,32.0,6.0,32,49,Ronnie Moore
2006/07,League One,3.0,31.0,9.0,31,46,Ronnie Moore
2006/07,League One,3.0,30.0,8.0,30,46,Ronnie Moore
2006/07,League One,3.0,29.0,5.0,29,46,Ronnie Moore
2006/07,League One,3.0,28.0,5.0,28,45,Ronnie Moore
2006/07,League One,3.0,27.0,9.0,27,42,Ronnie Moore
2006/07,League One,3.0,26.0,7.0,26,42,Ronnie Moore
2006/07,League One,3.0,25.0,8.0,25,41,Ronnie Moore
2006/07,League One,3.0,24.0,8.0,24,38,Ronnie Moore
2006/07,League One,3.0,23.0,8.0,23,37,Ronnie Moore
2006/07,League One,3.0,22.0,6.0,22,36,Ronnie Moore
2006/07,League One,3.0,21.0,4.0,21,36,Ronnie Moore
2006/07,League One,3.0,20.0,5.0,20,35,Ronnie Moore
2006/07,League One,3.0,19.0,2.0,19,34,Ronnie Moore
2006/07,League One,3.0,18.0,4.0,18,31,Ronnie Moore
2006/07,League One,3.0,17.0,4.0,17,28,Ronnie Moore
2006/07,League One,3.0,16.0,5.0,16,25,Ronnie Moore
2006/07,League One,3.0,15.0,8.0,15,22,Ronnie Moore
2006/07,League One,3.0,14.0,5.0,14,22,Ronnie Moore
2006/07,League One,3.0,13.0,2.0,13,22,Ronnie Moore
2006/07,League One,3.0,12.0,5.0,12,21,Ronnie Moore
2006/07,League One,3.0,11.0,2.0,11,21,Ronnie Moore
2006/07,League One,3.0,10.0,2.0,10,20,Ronnie Moore
2006/07,League One,3.0,9.0,2.0,9,19,Ronnie Moore
2006/07,League One,3.0,8.0,2.0,8,16,Ronnie Moore
2006/07,League One,3.0,7.0,2.0,7,16,Ronnie Moore
2006/07,League One,3.0,6.0,2.0,6,13,Ronnie Moore
2006/07,League One,3.0,5.0,4.0,5,10,Ronnie Moore
2006/07,League One,3.0,4.0,9.0,4,7,Ronnie Moore
2006/07,League One,3.0,3.0,13.0,3,4,Ronnie Moore
2006/07,League One,3.0,2.0,13.0,2,3,Ronnie Moore
2006/07,League One,3.0,1.0,5.0,1,3,Ronnie Moore
2005/06,League One,3.0,46.0,18.0,46,54,Brian Little
2005/06,League One,3.0,45.0,17.0,45,54,Brian Little
2005/06,League One,3.0,44.0,19.0,44,51,Brian Little
2005/06,League One,3.0,43.0,17.0,43,51,Brian Little
2005/06,League One,3.0,42.0,17.0,42,51,Brian Little
2005/06,League One,3.0,41.0,16.0,41,51,Brian Little
2005/06,League One,3.0,40.0,10.0,40,51,Brian Little
2005/06,League One,3.0,39.0,14.0,39,48,Brian Little
2005/06,League One,3.0,38.0,11.0,38,47,Brian Little
2005/06,League One,3.0,37.0,11.0,37,47,Brian Little
2005/06,League One,3.0,36.0,12.0,36,44,Brian Little
2005/06,League One,3.0,35.0,14.0,35,41,Brian Little
2005/06,League One,3.0,34.0,13.0,34,41,Brian Little
2005/06,League One,3.0,33.0,11.0,33,41,Brian Little
2005/06,League One,3.0,32.0,11.0,32,40,Brian Little
2005/06,League One,3.0,31.0,11.0,31,39,Brian Little
2005/06,League One,3.0,30.0,14.0,30,36,Brian Little
2005/06,League One,3.0,29.0,15.0,29,35,Brian Little
2005/06,League One,3.0,28.0,14.0,28,34,Brian Little
2005/06,League One,3.0,27.0,14.0,27,33,Brian Little
2005/06,League One,3.0,26.0,15.0,26,32,Brian Little
2005/06,League One,3.0,25.0,19.0,25,29,Brian Little
2005/06,League One,3.0,24.0,19.0,24,26,Brian Little
2005/06,League One,3.0,23.0,21.0,23,23,Brian Little
2005/06,League One,3.0,22.0,20.0,22,22,Brian Little
2005/06,League One,3.0,21.0,19.0,21,22,Brian Little
2005/06,League One,3.0,20.0,20.0,20,21,Brian Little
2005/06,League One,3.0,19.0,18.0,19,21,Brian Little
2005/06,League One,3.0,18.0,19.0,18,20,Brian Little
2005/06,League One,3.0,17.0,20.0,17,17,Brian Little
2005/06,League One,3.0,16.0,19.0,16,17,Brian Little
2005/06,League One,3.0,15.0,21.0,15,14,Brian Little
2005/06,League One,3.0,14.0,23.0,14,13,Brian Little
2005/06,League One,3.0,13.0,20.0,13,13,Brian Little
2005/06,League One,3.0,12.0,20.0,12,13,Brian Little
2005/06,League One,3.0,11.0,17.0,11,13,Brian Little
2005/06,League One,3.0,10.0,13.0,10,13,Brian Little
2005/06,League One,3.0,9.0,11.0,9,12,Brian Little
2005/06,League One,3.0,8.0,6.0,8,12,Brian Little
2005/06,League One,3.0,7.0,6.0,7,11,Brian Little
2005/06,League One,3.0,6.0,7.0,6,10,Brian Little
2005/06,League One,3.0,5.0,11.0,5,7,Brian Little
2005/06,League One,3.0,4.0,16.0,4,4,Brian Little
2005/06,League One,3.0,3.0,5.0,3,4,Brian Little
2005/06,League One,3.0,2.0,17.0,2,1,Brian Little
2005/06,League One,3.0,1.0,19.0,1,0,Brian Little
2004/05,League One,3.0,46.0,3.0,46,79,Brian Little
2004/05,League One,3.0,45.0,3.0,45,79,Brian Little
2004/05,League One,3.0,44.0,3.0,44,76,Brian Little
2004/05,League One,3.0,43.0,3.0,43,76,Brian Little
2004/05,League One,3.0,42.0,3.0,42,75,Brian Little
2004/05,League One,3.0,41.0,3.0,41,75,Brian Little
2004/05,League One,3.0,40.0,3.0,40,72,Brian Little
2004/05,League One,3.0,39.0,3.0,39,69,Brian Little
2004/05,League One,3.0,38.0,3.0,38,69,Brian Little
2004/05,League One,3.0,37.0,3.0,37,68,Brian Little
2004/05,League One,3.0,36.0,4.0,36,65,Brian Little
2004/05,League One,3.0,35.0,3.0,35,62,Brian Little
2004/05,League One,3.0,34.0,3.0,34,62,Brian Little
2004/05,League One,3.0,33.0,3.0,33,61,Brian Little
2004/05,League One,3.0,32.0,3.0,32,58,Brian Little
2004/05,League One,3.0,31.0,3.0,31,57,Brian Little
2004/05,League One,3.0,30.0,3.0,30,56,Brian Little
2004/05,League One,3.0,29.0,3.0,29,55,Brian Little
2004/05,League One,3.0,28.0,3.0,28,52,Brian Little
2004/05,League One,3.0,27.0,3.0,27,49,Brian Little
2004/05,League One,3.0,26.0,3.0,26,49,Brian Little
2004/05,League One,3.0,25.0,3.0,25,46,Brian Little
2004/05,League One,3.0,24.0,3.0,24,45,Brian Little
2004/05,League One,3.0,23.0,3.0,23,42,Brian Little
2004/05,League One,3.0,22.0,3.0,22,41,Brian Little
2004/05,League One,3.0,21.0,2.0,21,41,Brian Little
2004/05,League One,3.0,20.0,2.0,20,38,Brian Little
2004/05,League One,3.0,19.0,2.0,19,38,Brian Little
2004/05,League One,3.0,18.0,2.0,18,35,Brian Little
2004/05,League One,3.0,17.0,3.0,17,32,Brian Little
2004/05,League One,3.0,16.0,2.0,16,32,Brian Little
2004/05,League One,3.0,15.0,2.0,15,29,Brian Little
2004/05,League One,3.0,14.0,6.0,14,26,Brian Little
2004/05,League One,3.0,13.0,5.0,13,23,Brian Little
2004/05,League One,3.0,12.0,8.0,12,20,Brian Little
2004/05,League One,3.0,11.0,3.0,11,20,Brian Little
2004/05,League One,3.0,10.0,2.0,10,19,Brian Little
2004/05,League One,3.0,9.0,4.0,9,16,Brian Little
2004/05,League One,3.0,8.0,3.0,8,15,Brian Little
2004/05,League One,3.0,7.0,10.0,7,12,Brian Little
2004/05,League One,3.0,6.0,4.0,6,11,Brian Little
2004/05,League One,3.0,5.0,2.0,5,10,Brian Little
2004/05,League One,3.0,4.0,11.0,4,7,Brian Little
2004/05,League One,3.0,3.0,6.0,3,6,Brian Little
2004/05,League One,3.0,2.0,13.0,2,3,Brian Little
2004/05,League One,3.0,1.0,20.0,1,0,Brian Little
2003/04,League Division 2,3.0,46.0,8.0,46,67,Brian Little
2003/04,League Division 2,3.0,45.0,10.0,45,64,Brian Little
2003/04,League Division 2,3.0,44.0,9.0,44,64,Brian Little
2003/04,League Division 2,3.0,43.0,10.0,43,61,Brian Little
2003/04,League Division 2,3.0,42.0,11.0,42,58,Brian Little
2003/04,League Division 2,3.0,41.0,11.0,41,55,Brian Little
2003/04,League Division 2,3.0,40.0,12.0,40,52,Brian Little
2003/04,League Division 2,3.0,39.0,13.0,39,51,Brian Little
2003/04,League Division 2,3.0,38.0,15.0,38,48,Brian Little
2003/04,League Division 2,3.0,37.0,16.0,37,45,Brian Little
2003/04,League Division 2,3.0,36.0,17.0,36,42,Brian Little
2003/04,League Division 2,3.0,35.0,16.0,35,41,Brian Little
2003/04,League Division 2,3.0,34.0,16.0,34,41,Brian Little
2003/04,League Division 2,3.0,33.0,15.0,33,41,Brian Little
2003/04,League Division 2,3.0,32.0,14.0,32,41,Brian Little
2003/04,League Division 2,3.0,31.0,13.0,31,41,Brian Little
2003/04,League Division 2,3.0,30.0,12.0,30,40,Brian Little
2003/04,League Division 2,3.0,29.0,15.0,29,37,Brian Little
2003/04,League Division 2,3.0,28.0,16.0,28,36,Brian Little
2003/04,League Division 2,3.0,27.0,16.0,27,35,Brian Little
2003/04,League Division 2,3.0,26.0,17.0,26,32,Brian Little
2003/04,League Division 2,3.0,25.0,16.0,25,31,Brian Little
2003/04,League Division 2,3.0,24.0,15.0,24,30,Brian Little
2003/04,League Division 2,3.0,23.0,15.0,23,29,Brian Little
2003/04,League Division 2,3.0,22.0,15.0,22,29,Brian Little
2003/04,League Division 2,3.0,21.0,18.0,21,26,Brian Little
2003/04,League Division 2,3.0,20.0,18.0,20,25,Brian Little
2003/04,League Division 2,3.0,19.0,19.0,19,22,Brian Little
2003/04,League Division 2,3.0,18.0,19.0,18,19,Brian Little
2003/04,League Division 2,3.0,17.0,19.0,17,19,Brian Little
2003/04,League Division 2,3.0,16.0,19.0,16,18,Brian Little
2003/04,League Division 2,3.0,15.0,19.0,15,17,Brian Little
2003/04,League Division 2,3.0,14.0,19.0,14,14,Brian Little
2003/04,League Division 2,3.0,13.0,21.0,13,11,John McMahon
2003/04,League Division 2,3.0,12.0,19.0,12,11,John McMahon
2003/04,League Division 2,3.0,11.0,19.0,11,11,John McMahon
2003/04,League Division 2,3.0,10.0,20.0,10,8,Ray Mathias
2003/04,League Division 2,3.0,9.0,20.0,9,8,Ray Mathias
2003/04,League Division 2,3.0,8.0,18.0,8,7,Ray Mathias
2003/04,League Division 2,3.0,7.0,17.0,7,7,Ray Mathias
2003/04,League Division 2,3.0,6.0,16.0,6,6,Ray Mathias
2003/04,League Division 2,3.0,5.0,14.0,5,6,Ray Mathias
2003/04,League Division 2,3.0,4.0,15.0,4,5,Ray Mathias
2003/04,League Division 2,3.0,3.0,13.0,3,4,Ray Mathias
2003/04,League Division 2,3.0,2.0,4.0,2,4,Ray Mathias
2003/04,League Division 2,3.0,1.0,3.0,1,3,Ray Mathias
2002/03,League Division 2,3.0,46.0,7.0,46,80,Ray Mathias
2002/03,League Division 2,3.0,45.0,7.0,45,77,Ray Mathias
2002/03,League Division 2,3.0,44.0,7.0,44,74,Ray Mathias
2002/03,League Division 2,3.0,43.0,7.0,43,71,Ray Mathias
2002/03,League Division 2,3.0,42.0,7.0,42,68,Ray Mathias
2002/03,League Division 2,3.0,41.0,7.0,41,65,Ray Mathias
2002/03,League Division 2,3.0,40.0,7.0,40,64,Ray Mathias
2002/03,League Division 2,3.0,39.0,7.0,39,61,Ray Mathias
2002/03,League Division 2,3.0,38.0,7.0,38,60,Ray Mathias
2002/03,League Division 2,3.0,37.0,7.0,37,59,Ray Mathias
2002/03,League Division 2,3.0,36.0,7.0,36,58,Ray Mathias
2002/03,League Division 2,3.0,35.0,7.0,35,55,Ray Mathias
2002/03,League Division 2,3.0,34.0,8.0,34,54,Ray Mathias
2002/03,League Division 2,3.0,33.0,8.0,33,51,Ray Mathias
2002/03,League Division 2,3.0,32.0,9.0,32,48,Ray Mathias
2002/03,League Division 2,3.0,31.0,10.0,31,45,Ray Mathias
2002/03,League Division 2,3.0,30.0,7.0,30,45,Ray Mathias
2002/03,League Division 2,3.0,29.0,7.0,29,45,Ray Mathias
2002/03,League Division 2,3.0,28.0,9.0,28,42,Ray Mathias
2002/03,League Division 2,3.0,27.0,9.0,27,39,Ray Mathias
2002/03,League Division 2,3.0,26.0,7.0,26,38,Ray Mathias
2002/03,League Division 2,3.0,25.0,8.0,25,37,Ray Mathias
2002/03,League Division 2,3.0,24.0,7.0,24,37,Ray Mathias
2002/03,League Division 2,3.0,23.0,8.0,23,34,Ray Mathias
2002/03,League Division 2,3.0,22.0,10.0,22,31,Ray Mathias
2002/03,League Division 2,3.0,21.0,10.0,21,30,Ray Mathias
2002/03,League Division 2,3.0,20.0,11.0,20,27,Ray Mathias
2002/03,League Division 2,3.0,19.0,11.0,19,27,Ray Mathias
2002/03,League Division 2,3.0,18.0,11.0,18,24,Ray Mathias
2002/03,League Division 2,3.0,17.0,11.0,17,23,Ray Mathias
2002/03,League Division 2,3.0,16.0,15.0,16,20,Ray Mathias
2002/03,League Division 2,3.0,15.0,13.0,15,19,Ray Mathias
2002/03,League Division 2,3.0,14.0,12.0,14,19,Ray Mathias
2002/03,League Division 2,3.0,13.0,15.0,13,16,Ray Mathias
2002/03,League Division 2,3.0,12.0,13.0,12,16,Ray Mathias
2002/03,League Division 2,3.0,11.0,10.0,11,16,Ray Mathias
2002/03,League Division 2,3.0,10.0,13.0,10,13,Ray Mathias
2002/03,League Division 2,3.0,9.0,12.0,9,13,Ray Mathias
2002/03,League Division 2,3.0,8.0,10.0,8,13,Ray Mathias
2002/03,League Division 2,3.0,7.0,13.0,7,10,Ray Mathias
2002/03,League Division 2,3.0,6.0,7.0,6,10,Ray Mathias
2002/03,League Division 2,3.0,5.0,4.0,5,10,Ray Mathias
2002/03,League Division 2,3.0,4.0,7.0,4,7,Ray Mathias
2002/03,League Division 2,3.0,3.0,3.0,3,7,Ray Mathias
2002/03,League Division 2,3.0,2.0,5.0,2,4,Ray Mathias
2002/03,League Division 2,3.0,1.0,1.0,1,3,Ray Mathias
2001/02,League Division 2,3.0,46.0,12.0,46,63,Dave Watson
2001/02,League Division 2,3.0,45.0,11.0,45,63,Dave Watson
2001/02,League Division 2,3.0,44.0,10.0,44,63,Dave Watson
2001/02,League Division 2,3.0,43.0,10.0,43,62,Dave Watson
2001/02,League Division 2,3.0,42.0,10.0,42,62,Dave Watson
2001/02,League Division 2,3.0,41.0,9.0,41,62,Dave Watson
2001/02,League Division 2,3.0,40.0,9.0,40,59,Dave Watson
2001/02,League Division 2,3.0,39.0,9.0,39,59,Dave Watson
2001/02,League Division 2,3.0,38.0,9.0,38,58,Dave Watson
2001/02,League Division 2,3.0,37.0,10.0,37,57,Dave Watson
2001/02,League Division 2,3.0,36.0,10.0,36,56,Dave Watson
2001/02,League Division 2,3.0,35.0,10.0,35,53,Dave Watson
2001/02,League Division 2,3.0,34.0,9.0,34,53,Dave Watson
2001/02,League Division 2,3.0,33.0,9.0,33,52,Dave Watson
2001/02,League Division 2,3.0,32.0,11.0,32,51,Dave Watson
2001/02,League Division 2,3.0,31.0,8.0,31,50,Dave Watson
2001/02,League Division 2,3.0,30.0,10.0,30,47,Dave Watson
2001/02,League Division 2,3.0,29.0,9.0,29,47,Dave Watson
2001/02,League Division 2,3.0,28.0,9.0,28,47,Dave Watson
2001/02,League Division 2,3.0,27.0,6.0,27,46,Dave Watson
2001/02,League Division 2,3.0,26.0,8.0,26,43,Dave Watson
2001/02,League Division 2,3.0,25.0,7.0,25,40,Dave Watson
2001/02,League Division 2,3.0,24.0,8.0,24,39,Dave Watson
2001/02,League Division 2,3.0,23.0,11.0,23,36,Dave Watson
2001/02,League Division 2,3.0,22.0,7.0,22,35,Dave Watson
2001/02,League Division 2,3.0,21.0,8.0,21,32,Dave Watson
2001/02,League Division 2,3.0,20.0,9.0,20,29,Dave Watson
2001/02,League Division 2,3.0,19.0,12.0,19,26,Dave Watson
2001/02,League Division 2,3.0,18.0,9.0,18,26,Dave Watson
2001/02,League Division 2,3.0,17.0,11.0,17,23,Dave Watson
2001/02,League Division 2,3.0,16.0,12.0,16,22,Dave Watson
2001/02,League Division 2,3.0,15.0,11.0,15,21,Dave Watson
2001/02,League Division 2,3.0,14.0,9.0,14,21,Dave Watson
2001/02,League Division 2,3.0,13.0,12.0,13,18,Dave Watson
2001/02,League Division 2,3.0,12.0,6.0,12,18,Dave Watson
2001/02,League Division 2,3.0,11.0,13.0,11,15,Dave Watson
2001/02,League Division 2,3.0,10.0,15.0,10,12,Dave Watson
2001/02,League Division 2,3.0,9.0,9.0,9,12,Dave Watson
2001/02,League Division 2,3.0,8.0,16.0,8,9,Dave Watson
2001/02,League Division 2,3.0,7.0,20.0,7,6,Dave Watson
2001/02,League Division 2,3.0,6.0,16.0,6,5,Dave Watson
2001/02,League Division 2,3.0,5.0,15.0,5,5,Dave Watson
2001/02,League Division 2,3.0,4.0,14.0,4,4,Dave Watson
2001/02,League Division 2,3.0,3.0,19.0,3,1,Dave Watson
2001/02,League Division 2,3.0,2.0,22.0,2,0,Dave Watson
2001/02,League Division 2,3.0,1.0,17.0,1,0,Dave Watson
2000/01,League Division 1,2.0,46.0,24.0,46,38,Ray Mathias
2000/01,League Division 1,2.0,45.0,24.0,45,37,Ray Mathias
2000/01,League Division 1,2.0,44.0,24.0,44,36,Ray Mathias
2000/01,League Division 1,2.0,43.0,24.0,43,36,Ray Mathias
2000/01,League Division 1,2.0,42.0,24.0,42,35,Ray Mathias
2000/01,League Division 1,2.0,41.0,24.0,41,35,Ray Mathias
2000/01,League Division 1,2.0,40.0,23.0,40,35,Ray Mathias
2000/01,League Division 1,2.0,39.0,24.0,39,32,Ray Mathias
2000/01,League Division 1,2.0,38.0,24.0,38,32,Ray Mathias
2000/01,League Division 1,2.0,37.0,24.0,37,32,Ray Mathias
2000/01,League Division 1,2.0,36.0,24.0,36,32,Ray Mathias
2000/01,League Division 1,2.0,35.0,24.0,35,32,John Aldridge
2000/01,League Division 1,2.0,34.0,24.0,34,32,John Aldridge
2000/01,League Division 1,2.0,33.0,24.0,33,31,John Aldridge
2000/01,League Division 1,2.0,32.0,24.0,32,30,John Aldridge
2000/01,League Division 1,2.0,31.0,23.0,31,30,John Aldridge
2000/01,League Division 1,2.0,30.0,23.0,30,27,John Aldridge
2000/01,League Division 1,2.0,29.0,22.0,29,27,John Aldridge
2000/01,League Division 1,2.0,28.0,22.0,28,27,John Aldridge
2000/01,League Division 1,2.0,27.0,21.0,27,26,John Aldridge
2000/01,League Division 1,2.0,26.0,20.0,26,26,John Aldridge
2000/01,League Division 1,2.0,25.0,21.0,25,23,John Aldridge
2000/01,League Division 1,2.0,24.0,20.0,24,23,John Aldridge
2000/01,League Division 1,2.0,23.0,17.0,23,23,John Aldridge
2000/01,League Division 1,2.0,22.0,16.0,22,23,John Aldridge
2000/01,League Division 1,2.0,21.0,19.0,21,20,John Aldridge
2000/01,League Division 1,2.0,20.0,19.0,20,19,John Aldridge
2000/01,League Division 1,2.0,19.0,15.0,19,19,John Aldridge
2000/01,League Division 1,2.0,18.0,16.0,18,19,John Aldridge
2000/01,League Division 1,2.0,17.0,19.0,17,16,John Aldridge
2000/01,League Division 1,2.0,16.0,16.0,16,16,John Aldridge
2000/01,League Division 1,2.0,15.0,16.0,15,15,John Aldridge
2000/01,League Division 1,2.0,14.0,15.0,14,15,John Aldridge
2000/01,League Division 1,2.0,13.0,14.0,13,14,John Aldridge
2000/01,League Division 1,2.0,12.0,14.0,12,13,John Aldridge
2000/01,League Division 1,2.0,11.0,13.0,11,13,John Aldridge
2000/01,League Division 1,2.0,10.0,12.0,10,13,John Aldridge
